#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
00497391	_synset_domain_topic_of	06084469
01776214	_derivationally_related_form	13370448
01117484	_hypernym	01072949
00945916	_hypernym	00945401
11900058	_member_meronym	11905584
12839979	_hypernym	12205694
11010385	_instance_hypernym	10067011
07118747	_derivationally_related_form	01054399
03058754	_derivationally_related_form	09699020
08907377	_instance_hypernym	08691669
01678237	_hypernym	01657723
09011151	_has_part	09011820
12288823	_hypernym	13110915
07978924	_hypernym	07978423
12039743	_member_meronym	12083339
11565040	_hypernym	11562747
13367070	_derivationally_related_form	02281093
04911420	_derivationally_related_form	01041916
11875100	_member_meronym	11876803
14446161	_derivationally_related_form	01814815
12841872	_hypernym	12205694
02470451	_member_meronym	02470899
08437968	_hypernym	08437515
01781478	_derivationally_related_form	04826771
00923793	_derivationally_related_form	06818121
02461556	_hypernym	01862557
12813870	_hypernym	11579418
11888621	_hypernym	11575425
12039743	_member_meronym	12045352
01582625	_hypernym	01504437
11628284	_hypernym	11554175
01911339	_hypernym	01835496
02501278	_derivationally_related_form	01187810
00599434	_hypernym	00598954
01639714	_derivationally_related_form	09805475
03954731	_derivationally_related_form	01249490
00071864	_synset_domain_topic_of	00471613
08174398	_member_meronym	08714132
00045907	_hypernym	00030358
00724492	_derivationally_related_form	05982915
02244956	_derivationally_related_form	00079398
00096513	_hypernym	00093483
02128120	_member_meronym	02128385
12148962	_hypernym	11556857
08921850	_has_part	09175016
01556346	_hypernym	01556921
01104018	_hypernym	01101913
13278375	_derivationally_related_form	02253154
15147850	_derivationally_related_form	00252710
11114423	_instance_hypernym	10435367
11911591	_member_meronym	12019190
02273120	_hypernym	01759182
07392483	_derivationally_related_form	02187320
13103136	_hypernym	13083586
09044862	_member_of_domain_region	01258719
09044862	_member_of_domain_region	15187619
01477538	_derivationally_related_form	02851099
03042984	_hypernym	03829563
02553196	_member_meronym	02635911
00869126	_derivationally_related_form	07181935
09823287	_synset_domain_topic_of	15253139
09073258	_instance_hypernym	08638442
00378664	_derivationally_related_form	13480848
07075172	_member_of_domain_usage	10627899
08195797	_hypernym	08198398
10671042	_derivationally_related_form	02258617
01401772	_hypernym	01400044
02672859	_derivationally_related_form	13529616
13546416	_synset_domain_topic_of	06055946
13368052	_derivationally_related_form	02214485
06235829	_derivationally_related_form	10282014
15265518	_derivationally_related_form	02395782
02427103	_derivationally_related_form	08406486
01673668	_member_meronym	01683428
01568493	_member_meronym	01569060
09439213	_derivationally_related_form	00512043
06845599	_member_of_domain_usage	14910165
12158798	_hypernym	13100677
02797021	_derivationally_related_form	08457976
15211484	_hypernym	15209706
15121406	_has_part	15253139
14386697	_hypernym	14083790
08012384	_synset_domain_topic_of	00759694
09409752	_derivationally_related_form	02689730
10890637	_instance_hypernym	10088390
08860123	_member_of_domain_region	10270468
12405209	_member_meronym	12408717
00069879	_derivationally_related_form	00744443
08798382	_has_part	08799706
11790390	_hypernym	13121544
06337693	_derivationally_related_form	01028640
00472992	_derivationally_related_form	02760622
02410855	_derivationally_related_form	00584367
11953610	_hypernym	13125117
14996020	_derivationally_related_form	01245637
05943300	_derivationally_related_form	10425946
09756961	_derivationally_related_form	01774426
08029421	_member_meronym	10141811
00773432	_derivationally_related_form	07183151
01855155	_derivationally_related_form	00331102
03351434	_member_meronym	04278605
00639478	_synset_domain_topic_of	06004067
14446878	_derivationally_related_form	02507736
01589224	_hypernym	01588493
09419281	_instance_hypernym	09411430
02488702	_hypernym	02484473
09850121	_derivationally_related_form	02201521
01744611	_derivationally_related_form	10794014
02544960	_hypernym	01432517
02673134	_derivationally_related_form	05659365
07185870	_derivationally_related_form	01824339
10140783	_derivationally_related_form	00657728
08932568	_has_part	08933621
00518395	_derivationally_related_form	01208291
02488834	_derivationally_related_form	10295819
00051511	_derivationally_related_form	03058603
01768969	_member_meronym	01771246
00781355	_derivationally_related_form	02276866
01529036	_member_meronym	01540697
00377364	_derivationally_related_form	00309310
00081725	_derivationally_related_form	04074482
09751622	_derivationally_related_form	03131116
09370552	_instance_hypernym	09411430
02928066	_derivationally_related_form	06906439
12581381	_member_meronym	12593826
07434102	_derivationally_related_form	00835903
03269401	_hypernym	03183080
13486270	_hypernym	13446390
08114581	_hypernym	08464601
01731353	_derivationally_related_form	06867675
09264425	_instance_hypernym	09215664
06540702	_synset_domain_topic_of	08441203
02215001	_derivationally_related_form	00361192
03118539	_derivationally_related_form	00417001
02159427	_derivationally_related_form	10562749
06295235	_member_of_domain_usage	13262462
01123887	_derivationally_related_form	00977301
13472125	_synset_domain_topic_of	06084469
10649574	_synset_domain_topic_of	00471613
09017526	_instance_hypernym	08700255
01582409	_hypernym	01587062
10576223	_hypernym	00007846
11515325	_synset_domain_topic_of	06090869
08813699	_instance_hypernym	08524735
14632648	_derivationally_related_form	00498662
01411085	_derivationally_related_form	10684146
01206474	_derivationally_related_form	05137557
14943580	_hypernym	14786479
00516086	_derivationally_related_form	02579247
12320010	_hypernym	13110915
01273735	_instance_hypernym	00956485
09481285	_instance_hypernym	09411430
07408171	_derivationally_related_form	01135922
06717170	_member_of_domain_usage	09682122
05773049	_derivationally_related_form	00772640
01197258	_synset_domain_topic_of	08441203
05544432	_hypernym	05542893
08921850	_member_of_domain_region	07891433
00779360	_derivationally_related_form	00831191
08176077	_member_meronym	08946909
07242912	_derivationally_related_form	01051956
08887841	_member_of_domain_region	08033194
10400998	_derivationally_related_form	00852685
09372504	_has_part	08820121
08345366	_hypernym	08198398
02128286	_derivationally_related_form	10786517
15271417	_derivationally_related_form	02072849
00216174	_derivationally_related_form	02422026
02741681	_instance_hypernym	08337324
10554455	_derivationally_related_form	02412939
06856568	_synset_domain_topic_of	07020895
09538915	_derivationally_related_form	02870663
02475922	_derivationally_related_form	09800964
01939174	_synset_domain_topic_of	00523513
09808080	_derivationally_related_form	03028465
01384102	_derivationally_related_form	13137409
13295657	_derivationally_related_form	02208537
08948704	_instance_hypernym	08691669
09050244	_member_meronym	09148970
02249741	_derivationally_related_form	10409752
00740712	_derivationally_related_form	00810729
04476116	_derivationally_related_form	01454810
00773402	_derivationally_related_form	02567519
01704953	_derivationally_related_form	06763273
01056411	_derivationally_related_form	02680814
10770545	_derivationally_related_form	01696435
09136582	_instance_hypernym	08524735
01049475	_derivationally_related_form	02147603
00606600	_derivationally_related_form	00889082
09411430	_has_part	09475292
02613275	_derivationally_related_form	09847727
00597265	_derivationally_related_form	02443609
01040390	_synset_domain_topic_of	08083599
00249780	_derivationally_related_form	02554922
00409281	_derivationally_related_form	09863936
00892861	_derivationally_related_form	00830761
09410724	_instance_hypernym	09411430
02513742	_derivationally_related_form	06201908
15273955	_derivationally_related_form	00014742
01077881	_synset_domain_topic_of	08441203
00271946	_derivationally_related_form	01159025
06710546	_derivationally_related_form	00826509
13929588	_derivationally_related_form	09945905
06364641	_hypernym	06362953
10480730	_derivationally_related_form	00598056
00614489	_derivationally_related_form	09981540
01630903	_derivationally_related_form	05683390
14544335	_derivationally_related_form	00026153
09079505	_instance_hypernym	09316454
09478047	_instance_hypernym	09360122
02496816	_derivationally_related_form	09625401
00286756	_derivationally_related_form	01996402
02543874	_derivationally_related_form	13291189
02593354	_derivationally_related_form	10478960
03405265	_derivationally_related_form	02336483
15218551	_hypernym	15216966
01965889	_derivationally_related_form	01140315
02677861	_derivationally_related_form	05307091
04085017	_hypernym	03431243
02723016	_derivationally_related_form	13978344
09021812	_instance_hypernym	08691669
03840327	_derivationally_related_form	01476483
08856037	_instance_hypernym	08524735
08851830	_instance_hypernym	08524735
02554647	_derivationally_related_form	07252378
02376542	_derivationally_related_form	00057895
10059162	_derivationally_related_form	02471327
02052226	_hypernym	02051694
02519991	_derivationally_related_form	05174653
00319406	_derivationally_related_form	13850304
13615557	_hypernym	13614764
01275762	_derivationally_related_form	13905405
09385137	_derivationally_related_form	00144314
00727564	_also_see	01061489
15214840	_hypernym	15214068
05923696	_derivationally_related_form	00624967
10435988	_derivationally_related_form	01509079
09614684	_derivationally_related_form	01129876
01366718	_also_see	01148283
05890249	_derivationally_related_form	01722980
08800911	_instance_hypernym	08574314
05769726	_derivationally_related_form	01637633
09623038	_derivationally_related_form	01999423
06031248	_derivationally_related_form	02658979
04952242	_derivationally_related_form	00278551
08401554	_derivationally_related_form	00908621
06713187	_derivationally_related_form	00824292
00427786	_also_see	01908039
09136182	_instance_hypernym	08524735
02510337	_derivationally_related_form	05641959
05399486	_hypernym	05303402
01244516	_derivationally_related_form	03236423
02152991	_hypernym	00015388
02018524	_derivationally_related_form	00049636
06697331	_hypernym	06696483
00217700	_derivationally_related_form	11454591
08720481	_instance_hypernym	08702402
08929922	_member_of_domain_region	13753740
05761918	_derivationally_related_form	02620724
02169352	_derivationally_related_form	05818741
02400760	_derivationally_related_form	10760340
09481523	_instance_hypernym	09411430
08919241	_instance_hypernym	08524735
08929922	_member_of_domain_region	08548733
04596630	_derivationally_related_form	01884974
03489162	_has_part	03485997
01735308	_derivationally_related_form	03257586
09938672	_derivationally_related_form	01696648
05685879	_derivationally_related_form	01521124
00009978	_derivationally_related_form	10132988
01052853	_derivationally_related_form	01711749
00464687	_synset_domain_topic_of	00464894
07465448	_hypernym	07456188
01889129	_derivationally_related_form	14004572
05137557	_derivationally_related_form	01206474
02060141	_derivationally_related_form	00368592
01205696	_derivationally_related_form	00124880
05191486	_derivationally_related_form	02645597
04365484	_hypernym	03574816
02732603	_synset_domain_topic_of	06000644
01166926	_derivationally_related_form	00878348
01901447	_derivationally_related_form	02388276
07641138	_hypernym	07640203
08860123	_member_of_domain_region	08549733
04175380	_hypernym	04381994
13375891	_hypernym	13331198
01707128	_synset_domain_topic_of	05718556
08860123	_member_of_domain_region	10535706
01372049	_also_see	01507134
01970826	_derivationally_related_form	07370270
08438067	_derivationally_related_form	01739814
00081072	_derivationally_related_form	00694990
05285275	_hypernym	05303402
03503718	_hypernym	04295081
09334396	_derivationally_related_form	01406684
13979173	_synset_domain_topic_of	06148148
02037989	_derivationally_related_form	09206985
00500449	_hypernym	00565302
05592126	_hypernym	05225602
07310642	_derivationally_related_form	02049696
02047650	_derivationally_related_form	07433145
01173965	_derivationally_related_form	02062212
00155547	_derivationally_related_form	07358985
02047650	_derivationally_related_form	07442068
07040939	_hypernym	07037465
11460063	_derivationally_related_form	01254013
01514655	_derivationally_related_form	00103140
02330967	_synset_domain_topic_of	06282651
02061495	_derivationally_related_form	00294452
10758589	_hypernym	10630188
08341798	_hypernym	08337324
09461315	_hypernym	09366017
12143676	_derivationally_related_form	01179155
00133338	_derivationally_related_form	00863433
13802306	_hypernym	13801424
03259505	_has_part	02821627
14239425	_hypernym	14235200
10013242	_derivationally_related_form	01167981
03265874	_derivationally_related_form	01635432
07000195	_derivationally_related_form	01755137
01556572	_derivationally_related_form	13908201
01592072	_derivationally_related_form	00115500
00236289	_derivationally_related_form	04181228
10053004	_hypernym	10628644
07573696	_has_part	07557434
05154517	_hypernym	04723816
00354183	_hypernym	00351638
00788973	_hypernym	00786195
03850746	_hypernym	03808564
15200661	_hypernym	15183428
13314936	_hypernym	13308999
07800091	_derivationally_related_form	01179865
10262183	_hypernym	00007846
04178190	_hypernym	03924069
00331655	_derivationally_related_form	01864634
03338287	_hypernym	03175604
04373894	_has_part	03385420
07827750	_hypernym	07809368
10326551	_hypernym	00007846
13798491	_hypernym	13783581
00598970	_hypernym	00586262
03839993	_derivationally_related_form	01476483
00369138	_derivationally_related_form	01376245
00392950	_derivationally_related_form	01351170
00072989	_derivationally_related_form	00865600
03266749	_hypernym	04033995
00722675	_verb_group	00722232
02313709	_hypernym	01905661
02120451	_hypernym	02122164
13303315	_derivationally_related_form	02351010
11428023	_derivationally_related_form	02763740
11410625	_derivationally_related_form	02635659
02169119	_derivationally_related_form	05637106
01084588	_verb_group	01084866
00194170	_derivationally_related_form	07844042
10300154	_hypernym	10112591
00350030	_derivationally_related_form	01907258
08463817	_hypernym	08398773
05924920	_derivationally_related_form	00467717
08663860	_derivationally_related_form	02360497
04962240	_hypernym	04961691
01505254	_derivationally_related_form	06615561
08831004	_has_part	08832691
00136254	_derivationally_related_form	15006258
00483801	_derivationally_related_form	14417146
04713428	_derivationally_related_form	02657219
anomaly:	01003249	_member_of_domain_usage	03925226
00276601	_hypernym	00276373
03302121	_derivationally_related_form	01313923
02423787	_member_meronym	02424909
01232272	_hypernym	01556572
08366753	_hypernym	08435388
11649878	_hypernym	13108841
11485582	_hypernym	11428023
00483801	_derivationally_related_form	03080309
00301187	_derivationally_related_form	00637259
10123711	_derivationally_related_form	15153787
10334101	_hypernym	10034906
00351485	_hypernym	00191142
00176327	_derivationally_related_form	00393369
01020117	_hypernym	01018630
08187033	_hypernym	08008335
10411356	_hypernym	10557854
01043820	_hypernym	01028655
00461493	_derivationally_related_form	04651974
00074453	_derivationally_related_form	14854847
02163982	_member_meronym	02169345
02923745	_derivationally_related_form	06970103
00630223	_hypernym	00628491
06717170	_member_of_domain_usage	10203682
01305551	_instance_hypernym	00973077
03233423	_hypernym	00002684
08702402	_hypernym	08544813
00935987	_verb_group	00933821
00114871	_hypernym	00114431
02019021	_derivationally_related_form	15287830
01641545	_hypernym	01640855
07504841	_hypernym	07553301
00661824	_verb_group	00662182
01735308	_derivationally_related_form	03257343
02323286	_hypernym	02327200
10682038	_hypernym	10412055
00643250	_derivationally_related_form	01685313
09877951	_hypernym	10112591
02451951	_derivationally_related_form	04907269
01959927	_synset_domain_topic_of	00299217
10155849	_derivationally_related_form	01666894
00105554	_hypernym	00010435
04253437	_hypernym	03040587
01125429	_derivationally_related_form	05144079
00043411	_derivationally_related_form	14006945
02215506	_hypernym	02219094
09178310	_instance_hypernym	08574314
07275275	_derivationally_related_form	00880978
01210152	_hypernym	01206218
00926310	_hypernym	00925873
01215168	_hypernym	01212519
01845627	_hypernym	01504437
01619354	_hypernym	01617192
00086320	_verb_group	01585523
11866078	_hypernym	11575425
13844212	_hypernym	00031921
01471070	_member_meronym	01507175
02192383	_derivationally_related_form	14894140
00136800	_synset_domain_topic_of	06084469
01269008	_hypernym	01264283
02075727	_hypernym	01342529
02298471	_derivationally_related_form	03461385
01229631	_derivationally_related_form	14526182
02075049	_derivationally_related_form	10115082
01029671	_synset_domain_topic_of	05946687
09141526	_has_part	09145851
09055015	_has_part	09265274
01505254	_derivationally_related_form	04019696
10791221	_derivationally_related_form	05638063
06461609	_instance_hypernym	06429590
00655779	_derivationally_related_form	14451672
00507664	_derivationally_related_form	09284589
12198628	_hypernym	11575425
00563824	_derivationally_related_form	13741022
05974564	_synset_domain_topic_of	06158346
00239024	_hypernym	00235435
00042757	_derivationally_related_form	01848718
07377682	_derivationally_related_form	02174662
06733227	_synset_domain_topic_of	06163751
14617189	_hypernym	14621446
01694558	_hypernym	01657723
01021420	_hypernym	00805376
13226526	_hypernym	11590783
00491689	_hypernym	00489837
12213635	_hypernym	11562747
12100538	_member_meronym	12123050
08229779	_hypernym	08227214
11739809	_hypernym	11571907
11959104	_hypernym	11579418
09893191	_hypernym	09943239
02873623	_hypernym	02944826
01374989	_hypernym	01342529
09705124	_hypernym	09634494
14698884	_hypernym	14696793
04962062	_derivationally_related_form	00289532
01400856	_hypernym	01400044
10592595	_derivationally_related_form	02466134
12808227	_member_meronym	12811856
07150644	_hypernym	07148192
05908520	_hypernym	05907682
01346804	_derivationally_related_form	00383390
01742310	_hypernym	01657723
00351824	_hypernym	02609764
03488188	_hypernym	04140064
00595032	_derivationally_related_form	10295951
09189411	_member_of_domain_region	09636339
02585360	_derivationally_related_form	06689125
00772189	_derivationally_related_form	07140978
10257524	_hypernym	09774783
01831078	_hypernym	01504437
01145766	_derivationally_related_form	01610955
12562141	_hypernym	13112664
02340521	_hypernym	01864707
02944826	_derivationally_related_form	02653159
00318735	_derivationally_related_form	02700867
12734446	_hypernym	11534677
12574470	_hypernym	12205694
12842887	_hypernym	12205694
11772154	_hypernym	11567411
01665238	_hypernym	01656813
11542341	_hypernym	08103777
00921738	_verb_group	00651991
12965463	_hypernym	11592146
00307419	_derivationally_related_form	10040789
10118382	_derivationally_related_form	00605310
01487718	_hypernym	01487311
01944086	_hypernym	01968569
03067506	_derivationally_related_form	10995115
02219094	_derivationally_related_form	01215902
01680264	_hypernym	01676755
09999532	_derivationally_related_form	02253766
07955280	_hypernym	07951464
12506614	_hypernym	11585340
12565368	_hypernym	13104059
00137877	_hypernym	00136329
09111955	_instance_hypernym	08524735
08811215	_has_part	08805801
01195299	_derivationally_related_form	05821775
12800327	_hypernym	11585340
01411727	_hypernym	01387617
08705397	_instance_hypernym	08698379
13757249	_derivationally_related_form	02091165
12261359	_hypernym	12260799
00879607	_hypernym	00877127
01454260	_hypernym	01429349
09685564	_hypernym	09684609
05602132	_hypernym	05289861
02039171	_hypernym	02022684
10157744	_hypernym	10100761
12169776	_member_meronym	12185687
00976698	_derivationally_related_form	02435634
01408958	_hypernym	01405044
03424630	_hypernym	03579982
12392943	_hypernym	11567411
12793494	_hypernym	12793015
12484612	_hypernym	11567411
06733939	_synset_domain_topic_of	08441203
01548718	_derivationally_related_form	00397760
02034394	_member_meronym	02035210
13903738	_hypernym	13903079
02251452	_hypernym	01762525
01002297	_derivationally_related_form	06616806
00617748	_derivationally_related_form	06769392
13597280	_hypernym	13582013
08946187	_member_meronym	09705287
00480221	_derivationally_related_form	02761392
12589841	_hypernym	12583126
09443453	_hypernym	09287968
10017794	_derivationally_related_form	02294436
02301072	_member_meronym	02302620
01471043	_derivationally_related_form	10230801
01485839	_derivationally_related_form	02774152
06349030	_hypernym	07012534
02554422	_derivationally_related_form	01129532
12868248	_hypernym	11579418
08295138	_member_meronym	09022265
07217349	_derivationally_related_form	00901103
01047803	_hypernym	01047338
09415938	_derivationally_related_form	02066939
08845555	_has_part	08846626
08019913	_synset_domain_topic_of	00759694
13904843	_derivationally_related_form	01555742
10296832	_derivationally_related_form	00071646
01313093	_member_meronym	02315309
00647542	_derivationally_related_form	06710546
02073233	_hypernym	02074677
00925490	_derivationally_related_form	07509996
12213197	_hypernym	11534677
14923060	_hypernym	04961691
00868523	_derivationally_related_form	01042531
01357707	_hypernym	08221348
01706488	_hypernym	01705494
11168645	_instance_hypernym	10292316
00931040	_hypernym	00929718
07363883	_hypernym	07363346
14050143	_derivationally_related_form	00873603
01715692	_hypernym	01342529
14500567	_derivationally_related_form	00181875
11703386	_hypernym	11564258
01523986	_derivationally_related_form	03065424
11413263	_synset_domain_topic_of	06090869
01662771	_derivationally_related_form	02979662
08295138	_member_meronym	09020961
00672017	_derivationally_related_form	05804274
09771435	_derivationally_related_form	01777817
09054350	_instance_hypernym	08524735
11997775	_hypernym	11579418
01880937	_hypernym	01862557
09800469	_derivationally_related_form	02497586
01415585	_derivationally_related_form	09871095
05071368	_derivationally_related_form	00392960
02174870	_hypernym	01762525
01176079	_derivationally_related_form	03751065
10803838	_derivationally_related_form	01050651
13227778	_hypernym	11545714
09011151	_instance_hypernym	08696931
07715561	_hypernym	07707451
04463679	_derivationally_related_form	01936537
01524885	_member_meronym	01526635
00071646	_derivationally_related_form	10296832
03446528	_has_part	08579780
06845599	_member_of_domain_usage	14838217
01216004	_hypernym	01216670
08744236	_instance_hypernym	08691669
13548734	_hypernym	13526110
00574514	_synset_domain_topic_of	06084469
08295138	_member_meronym	09018162
00931453	_derivationally_related_form	00116619
01038666	_derivationally_related_form	07134850
10626540	_hypernym	10625860
06355459	_hypernym	06353934
00672433	_derivationally_related_form	00875246
08161068	_derivationally_related_form	02400760
09242037	_instance_hypernym	09411430
00560893	_hypernym	00126264
09076982	_instance_hypernym	08665504
00339941	_derivationally_related_form	07523286
01172701	_hypernym	01156834
03863442	_derivationally_related_form	01330269
00768778	_derivationally_related_form	03059366
02518161	_derivationally_related_form	01220984
01313093	_member_meronym	01923637
12373100	_hypernym	12651821
00545501	_derivationally_related_form	01704236
01068012	_synset_domain_topic_of	08441203
02752277	_hypernym	02604760
00506040	_derivationally_related_form	11450566
01218932	_derivationally_related_form	00860620
09876701	_synset_domain_topic_of	08083599
07502980	_derivationally_related_form	01774799
01205010	_hypernym	01203676
12600417	_hypernym	11534677
08801364	_instance_hypernym	09388848
06295235	_member_of_domain_usage	00508952
09126305	_has_part	09128201
00699736	_hypernym	00654885
08033194	_synset_domain_topic_of	00759694
01700934	_derivationally_related_form	06364149
02755352	_derivationally_related_form	01290422
08849753	_member_of_domain_region	01299476
06845599	_member_of_domain_usage	03441778
08409969	_hypernym	08284481
07075172	_member_of_domain_usage	10251329
09847727	_derivationally_related_form	00684273
10106080	_hypernym	09917593
08249038	_hypernym	08246613
10119609	_hypernym	10129825
09148970	_has_part	09243405
02711543	_derivationally_related_form	04046590
09444100	_hypernym	09239740
06568978	_synset_domain_topic_of	06128570
00729781	_synset_domain_topic_of	06136258
02799593	_hypernym	08673395
08382570	_hypernym	08381820
02675067	_derivationally_related_form	09964411
08044265	_instance_hypernym	08392137
08713772	_has_part	08815858
01807529	_derivationally_related_form	05694791
01695257	_hypernym	01693881
05988282	_hypernym	05809192
08853741	_has_part	08857405
12745386	_hypernym	12651821
14014162	_synset_domain_topic_of	06083243
05715283	_derivationally_related_form	02194495
08038995	_instance_hypernym	08392137
01133281	_derivationally_related_form	02443049
00632627	_derivationally_related_form	05651680
00547493	_derivationally_related_form	10329945
00712031	_derivationally_related_form	01249724
06845599	_member_of_domain_usage	03922722
02125641	_derivationally_related_form	05714466
09068444	_instance_hypernym	08655464
01803003	_derivationally_related_form	00422551
01482754	_hypernym	01429349
09060768	_has_part	09064861
03761084	_derivationally_related_form	00321936
14417697	_derivationally_related_form	01294396
10310516	_synset_domain_topic_of	06951067
01167780	_derivationally_related_form	03200357
15134054	_synset_domain_topic_of	06364641
03944672	_hypernym	04493505
08805122	_instance_hypernym	08803382
02585489	_derivationally_related_form	00420477
05938014	_synset_domain_topic_of	00704305
09144851	_instance_hypernym	08524735
09051235	_instance_hypernym	08574314
00492706	_derivationally_related_form	10451858
02640440	_derivationally_related_form	04645943
04487724	_synset_domain_topic_of	08199025
02169352	_derivationally_related_form	00879759
00437125	_derivationally_related_form	04751305
13917094	_hypernym	13915999
02913152	_has_part	03281145
07786686	_derivationally_related_form	01383947
03917455	_hypernym	02722458
01221790	_derivationally_related_form	01820901
01220152	_derivationally_related_form	00855933
02167151	_hypernym	02164464
01315333	_derivationally_related_form	06571301
10407954	_derivationally_related_form	02556126
00932798	_derivationally_related_form	00753472
13969243	_derivationally_related_form	00482473
01653873	_hypernym	01653013
01143040	_hypernym	00407535
07650792	_derivationally_related_form	01176079
08975902	_member_of_domain_region	08030711
01916960	_derivationally_related_form	00285141
08399287	_hypernym	08398773
10803282	_synset_domain_topic_of	06951067
06558277	_synset_domain_topic_of	08441203
00698004	_hypernym	00657604
00104868	_derivationally_related_form	13466586
08860123	_member_of_domain_region	06608405
05861855	_synset_domain_topic_of	06000644
03061674	_hypernym	04161358
00765791	_hypernym	00732746
00593669	_derivationally_related_form	05781145
02840619	_derivationally_related_form	01335804
04893787	_derivationally_related_form	02269143
02456031	_derivationally_related_form	10150071
10564224	_derivationally_related_form	02400378
13964879	_synset_domain_topic_of	08441203
15212167	_hypernym	15209706
08860123	_member_of_domain_region	08121867
01017987	_derivationally_related_form	02747709
00786195	_derivationally_related_form	02531199
10402285	_derivationally_related_form	00397953
10168012	_derivationally_related_form	00835506
04605726	_hypernym	03122748
14589223	_hypernym	14586258
00944548	_derivationally_related_form	10747672
01742244	_synset_domain_topic_of	00916464
01806505	_derivationally_related_form	09893600
01940403	_derivationally_related_form	00302394
01948077	_derivationally_related_form	00445055
10741821	_derivationally_related_form	10742005
01301630	_has_part	01294502
00636461	_derivationally_related_form	00788564
01478002	_derivationally_related_form	02789271
02028722	_derivationally_related_form	08183046
01292885	_derivationally_related_form	13743605
07302836	_derivationally_related_form	00378664
14541852	_derivationally_related_form	02544348
02100709	_derivationally_related_form	10227266
03375956	_hypernym	03931044
02006834	_derivationally_related_form	00048656
10012989	_derivationally_related_form	01311103
02757462	_hypernym	04377057
06544142	_synset_domain_topic_of	08441203
01227137	_also_see	01222884
11601487	_hypernym	11553763
04665813	_derivationally_related_form	00616153
01577635	_derivationally_related_form	03948950
00134136	_hypernym	00126264
10554455	_derivationally_related_form	02413140
04802198	_derivationally_related_form	00631391
00101800	_derivationally_related_form	04835028
01103788	_derivationally_related_form	01485158
00667942	_derivationally_related_form	13960464
08958830	_instance_hypernym	08698379
14048441	_hypernym	13532886
05564323	_hypernym	05560244
00364868	_verb_group	00366547
00409281	_derivationally_related_form	09863749
09682291	_hypernym	09628382
01103180	_derivationally_related_form	07476623
anomaly:	04657876	_similar_to	01076793
00867231	_derivationally_related_form	06791372
03371363	_hypernym	03771443
08463647	_derivationally_related_form	01437888
00381013	_derivationally_related_form	03099945
01538310	_derivationally_related_form	04682462
00186161	_derivationally_related_form	14871601
09927305	_derivationally_related_form	01532589
02687385	_derivationally_related_form	13940456
00058135	_hypernym	00056930
06820212	_hypernym	06818970
11466043	_hypernym	11452218
05276860	_hypernym	05269901
11445564	_derivationally_related_form	00009492
09072810	_instance_hypernym	08524735
01383646	_derivationally_related_form	14597758
13628419	_hypernym	13601596
06031248	_derivationally_related_form	00713996
00983333	_derivationally_related_form	07155661
01469080	_hypernym	01468576
05069199	_derivationally_related_form	02038357
06398401	_derivationally_related_form	02735418
02181402	_derivationally_related_form	07389330
06698252	_hypernym	06697331
01183166	_synset_domain_topic_of	08441203
10395605	_hypernym	10794014
01125724	_derivationally_related_form	03768132
03569964	_has_part	04019335
02493260	_derivationally_related_form	00511041
02020590	_verb_group	02021532
14627820	_hypernym	14625458
14926294	_hypernym	14727670
02298471	_synset_domain_topic_of	01090446
04854389	_derivationally_related_form	01370590
01629000	_derivationally_related_form	13758745
01277649	_derivationally_related_form	02833576
13687906	_hypernym	13604718
02011685	_derivationally_related_form	01067819
09918554	_derivationally_related_form	14427239
00235110	_verb_group	00318326
07411350	_derivationally_related_form	02033295
01881180	_verb_group	02102840
03612559	_hypernym	03828465
13627327	_hypernym	13601596
03791053	_derivationally_related_form	02061495
00609953	_hypernym	00582388
03785499	_hypernym	02913152
06634376	_hypernym	06598915
00540946	_verb_group	00540235
00647270	_hypernym	00646833
02722782	_hypernym	02604760
15031231	_hypernym	15030481
04256993	_hypernym	03808564
03478907	_hypernym	04105893
06986558	_hypernym	06904171
02093610	_verb_group	02093390
14518924	_derivationally_related_form	00275253
01904930	_verb_group	01906823
01497736	_also_see	01279978
03244388	_derivationally_related_form	02742232
00774506	_hypernym	00766234
00839023	_derivationally_related_form	01174742
05333259	_hypernym	05298729
11464143	_derivationally_related_form	02737183
00357332	_verb_group	00357667
10733350	_hypernym	00007846
10506544	_hypernym	10176679
01112420	_hypernym	01090446
14258609	_hypernym	14336539
02515341	_also_see	01746605
10563826	_hypernym	10791221
00509958	_hypernym	00109660
01228102	_hypernym	00037396
anomaly:	01194125	_verb_group	01189282
00777522	_derivationally_related_form	13599547
00400083	_derivationally_related_form	00115157
14359952	_derivationally_related_form	02195191
01726960	_member_meronym	01734273
00644503	_hypernym	00635850
06161718	_hypernym	06158346
13599547	_derivationally_related_form	00777522
01912893	_hypernym	01912159
06712833	_hypernym	06711855
10689104	_derivationally_related_form	02001858
03260293	_derivationally_related_form	10040789
07454452	_hypernym	07450842
07231048	_derivationally_related_form	00923793
00636279	_hypernym	00634906
01629403	_hypernym	01617192
anomaly:	10759151	_hypernym	02413480
00624553	_hypernym	00621627
06606808	_hypernym	06601327
02037090	_derivationally_related_form	05068461
07048000	_derivationally_related_form	10624540
00273445	_hypernym	00126264
04455442	_hypernym	03748886
01013770	_hypernym	01012712
10567401	_hypernym	10372373
00736216	_derivationally_related_form	02708711
00388710	_hypernym	00388392
